,ids,names
88,67edfe7cd021bd5ffb8c4262,Laptop MacBook Pro 16 inch M4 Pro 24GB/512GB
89,67edfe7cd021bd5ffb8c425c,Laptop MacBook Pro 14 inch Nano M4 16GB/512GB
90,67edfe7dd021bd5ffb8c426d,Laptop Dell G15 5530 i7 13650HX/16GB/1TB/8GB RTX4060/165Hz/OfficeHS/Win11 (i7HX161W11GR4060)
91,67edfe7dd021bd5ffb8c426a,Laptop MacBook Pro 14 inch M4 Pro 48GB/512GB
92,67edfe7cd021bd5ffb8c425e,Laptop MacBook Pro 16 inch M4 Pro 24GB/1TB
93,67edfe7dd021bd5ffb8c4264,Laptop MacBook Pro 16 inch M4 Pro 48GB/512GB
94,67edfe7dd021bd5ffb8c4267,Laptop Dell Inspiron 14 5430 i5 1340P/16GB/512GB/4GB RTX2050/120Hz/OfficeHS/Win11 (N5430-i5P165W11SL2050)
95,67edfe7ed021bd5ffb8c427b,Laptop MacBook Pro 16 inch M4 Max 36GB/1TB
96,67edfe7dd021bd5ffb8c426c,Laptop HP OMEN 16 xf0070AX R9 7940HS/32GB/1TB/8GB RTX4070/240Hz/Win11 (8W945PA)
97,67edfe7dd021bd5ffb8c426e,Laptop MacBook Pro 14 inch Nano M4 Max 36GB/1TB
98,67edfe7dd021bd5ffb8c426f,Laptop Apple MacBook Pro 16 inch Nano M4 Pro 24GB/512GB
99,67edfe7dd021bd5ffb8c4270,Laptop GIGABYTE G6 KF RC56 i7 13620H/16GB/1TB/8GB RTX4060/165Hz/Win11 (9RC56KF0HJJANIVN000)
100,67edfe7ed021bd5ffb8c4273,Laptop HP Gaming VICTUS 16 r0228TX i5 13500H/32GB/512GB/6GB RTX4050/144Hz/Win11 (9Q979PA)
101,67edfe7ed021bd5ffb8c4274,Laptop HP Gaming VICTUS 16 r0227TX i5 13500H/32GB/512GB/8GB RTX4060/144Hz/Win11 (9Q978PA)
102,67edfe7ed021bd5ffb8c4275,Laptop HP Gaming VICTUS 16 s0138AX R7 7840HS/32GB/512GB/8GB RTX4070/144Hz/Win11 (9Q985PA)
103,67edfe7fd021bd5ffb8c427f,Laptop HP OMEN Transcend 14 fb0135TX Ultra 7 155H/16GB/1TB/8GB RTX4060/120Hz/Win11 (AY8V1PA)
104,67edfe7fd021bd5ffb8c4286,Laptop Lenovo Legion 7 16IRX9 i9 14900H/32GB/1TB/8GB RTX4070/165Hz/Win11
105,67edfe80d021bd5ffb8c4298,Laptop GIGABYTE AORUS 16X X6LAG i7 14650HX/16GB/1TB/8G RTX4070/165Hz/Win11 (9RX6LASGDDJIXDVN010)
