,ids,names
38,67edfe7dd021bd5ffb8c426a,Laptop MacBook Pro 14 inch M4 Pro 48GB/512GB
39,67edfe7cd021bd5ffb8c425e,Laptop MacBook Pro 16 inch M4 Pro 24GB/1TB
40,67edfe7dd021bd5ffb8c4264,Laptop MacBook Pro 16 inch M4 Pro 48GB/512GB
41,67edfe7dd021bd5ffb8c426d,Laptop Dell G15 5530 i7 13650HX/16GB/1TB/8GB RTX4060/165Hz/OfficeHS/Win11 (i7HX161W11GR4060)
42,67edfe7ed021bd5ffb8c427b,Laptop MacBook Pro 16 inch M4 Max 36GB/1TB
43,67edfe7dd021bd5ffb8c426c,Laptop HP OMEN 16 xf0070AX R9 7940HS/32GB/1TB/8GB RTX4070/240Hz/Win11 (8W945PA)
44,67edfe7dd021bd5ffb8c426e,Laptop MacBook Pro 14 inch Nano M4 Max 36GB/1TB
45,67edfe7dd021bd5ffb8c426f,Laptop Apple MacBook Pro 16 inch Nano M4 Pro 24GB/512GB
46,67edfe7fd021bd5ffb8c427f,Laptop HP OMEN Transcend 14 fb0135TX Ultra 7 155H/16GB/1TB/8GB RTX4060/120Hz/Win11 (AY8V1PA)
47,67edfe7fd021bd5ffb8c4286,Laptop Lenovo Legion 7 16IRX9 i9 14900H/32GB/1TB/8GB RTX4070/165Hz/Win11
48,67edfe81d021bd5ffb8c42a5,Laptop MacBook Air 13 inch M4 16GB/256GB
49,67edfe81d021bd5ffb8c42a6,Laptop MacBook Air 13 inch M4 16GB/512GB
50,67edfe81d021bd5ffb8c42a7,Laptop MacBook Air 13 inch M4 16GB/1TB
51,67edfe82d021bd5ffb8c42a8,Laptop MacBook Air 13 inch M4 24GB/256GB
52,67edfe82d021bd5ffb8c42a9,Laptop MacBook Air 13 inch M4 24GB/512GB
53,67edfe82d021bd5ffb8c42aa,Laptop MacBook Air 13 inch M4 24GB/1TB
54,67edfe82d021bd5ffb8c42ab,Laptop MacBook Air 13 inch M4 32GB/256GB
55,67edfe82d021bd5ffb8c42ac,Laptop MacBook Air 13 inch M4 32GB/512GB
56,67edfe82d021bd5ffb8c42ad,Laptop MacBook Air 13 inch M4 32GB/1TB
57,67edfe82d021bd5ffb8c42ae,Laptop MacBook Air 15 inch M4 16GB/256GB
58,67edfe82d021bd5ffb8c42af,Laptop MacBook Air 15 inch M4 16GB/512GB
59,67edfe83d021bd5ffb8c42b0,Laptop MacBook Air 15 inch M4 16GB/1TB
60,67edfe83d021bd5ffb8c42b1,Laptop MacBook Air 15 inch M4 24GB/256GB
61,67edfe83d021bd5ffb8c42b2,Laptop MacBook Air 15 inch M4 24GB/512GB
62,67edfe83d021bd5ffb8c42b3,Laptop MacBook Air 15 inch M4 24GB/1TB
63,67edfe83d021bd5ffb8c42b4,Laptop MacBook Air 15 inch M4 32GB/256GB
64,67edfe83d021bd5ffb8c42b5,Laptop MacBook Air 15 inch M4 32GB/512GB
65,67edfe83d021bd5ffb8c42b6,Laptop MacBook Air 15 inch M4 32GB/1TB
