,ids,names,current_prices
171,67edfe75d021bd5ffb8c41f4,Laptop MSI Gaming Cyborg 14 A13VE i7 13620H/16GB/512GB/6GB RTX4050/144Hz/Balo/Win11 (090VN),25690000
172,67edfe75d021bd5ffb8c41f5,Laptop Lenovo Gaming Legion 5 16IRX9 i7 14650HX/16GB/1TB/8GB RTX4060/165Hz/Win11 (83DG0051VN),42690000
173,67edfe75d021bd5ffb8c41f6,Laptop Lenovo ThinkBook 14 G7 Ultra 7 155U/32GB/1TB/Win11 (21MR0070VN),28890000
174,67edfe75d021bd5ffb8c41f7,Laptop Lenovo Gaming Legion Pro 5 16IRX9 i9 14900HX/32GB/1TB/8GB RTX4060/240Hz/Win11 (83DF0047VN),46690000
175,67edfe75d021bd5ffb8c41f8,Laptop Lenovo Yoga Pro 7 14IMH9 Ultra 7 155H/32GB/1TB/6GB RTX4050/120Hz/OfficeHS/Win11 (83E2005DVN),46990000
176,67edfe75d021bd5ffb8c41f9,Laptop HP Elitebook 630 G11 Ultra 7 155U/16GB/512GB/Win11 (A7LC5PT),26990000
177,67edfe75d021bd5ffb8c41fa,Laptop Lenovo V14 Core 5 120U/16GB/512GB/Win11 (83HD0001VN),18690000
178,67edfe75d021bd5ffb8c41fb,Laptop Dell Inspiron 15 3520 i5 1235U/8GB/512GB/120Hz/OfficeHS/KYHD/Win11 (71027003),14490000
179,67edfe75d021bd5ffb8c41fc,Laptop Asus TUF Gaming F15 FX507ZC4 i7 12700H/16GB/512GB/4GB RTX3050/144Hz/Win11 (HN181W),23490000
180,67edfe75d021bd5ffb8c41fd,Laptop Lenovo ThinkBook 16 G7 Ultra 7 155U/32GB/1TB/Win11 (21MS007HVN),29190000
181,67edfe75d021bd5ffb8c41fe,Laptop Acer Aspire 5 A514 54 5127 i5 1135G7/8GB/512GB/Win11 (NX.A28SV.007),12990000
182,67edfe75d021bd5ffb8c41ff,Laptop Acer Nitro V 16 ProPanel ANV16 41 R6ZY R5 8645HS/16GB/512GB/6GB RTX3050/165Hz/Win11 (NH.QP2SV.002),23990000
183,67edfe75d021bd5ffb8c4200,Laptop HP Pavilion 15 eg3094TU i5 1335U/8GB/512GB/Win11 (8C5L5PA),16690000
184,67edfe76d021bd5ffb8c4201,Laptop Dell Inspiron 16 5640 Core 7 150U/16GB/1TB/2GB MX570A/OfficeHS/Win11 (KHPF5),26990000
185,67edfe76d021bd5ffb8c4202,Laptop Acer Gaming Nitro 5 Tiger AN515 58 773Y i7 12700H/8GB/512GB/4GB RTX3050Ti/144Hz/Win11 (NH.QFKSV.001),31990000
186,67edfe76d021bd5ffb8c4203,Laptop MSI Gaming Cyborg 15 AI A1VEK Ultra 7 155H/16GB/512GB/6GB RTX4050/144Hz/Balo/Win11 (053VN),28690000
187,67edfe76d021bd5ffb8c4204,Laptop Dell Inspiron 15 3530 i5 1334U/16GB/512GB/120Hz/OfficeHS/Win11 (P16WD2),18490000
188,67edfe76d021bd5ffb8c4205,Laptop Dell Inspiron 15 3520 i5 1235U/16GB/512GB/120Hz/OfficeHS/KYHD/Win11 (71043883),16490000
189,67edfe76d021bd5ffb8c4206,Laptop Asus Vivobook 15 X1504VA i7 1355U/16GB/512GB/Win11 (NJ023W),19990000
190,67edfe76d021bd5ffb8c4207,Laptop Asus Vivobook S 16 OLED S5606MA Ultra 5 125H/16GB/512GB/120Hz/Win11 (MX050W),24990000
191,67edfe76d021bd5ffb8c4208,Laptop Dell Inspiron 15 3530 i7 1355U/16GB/1TB/120Hz/OfficeHS/Win11 (N3530-i7U161W11BLU-FP),22490000
192,67edfe76d021bd5ffb8c4209,Laptop Lenovo Yoga Slim 7 14IMH9 Ultra 7 155H/32GB/1TB/OfficeHS/Win11 (83CV001VVN),30490000
193,67edfe76d021bd5ffb8c420a,Laptop Acer Gaming Nitro V ANV15 51 57B2 i5 13420H/8GB/512GB/6GB RTX4050/144Hz/Win11 (NH.QN8SV.001),22990000
194,67edfe76d021bd5ffb8c420b,Laptop HP Elitebook 630 G10 i7 1355U/16GB/512GB/Win11 (9H1N9PT),25690000
195,67edfe76d021bd5ffb8c420c,Laptop Acer Aspire 3 A315 58 529V i5 1135G7/8GB/256GB/Win11 (NX.ADDSV.00N),10990000
196,67edfe76d021bd5ffb8c420d,Laptop Lenovo Gaming LOQ 15ARP9 R7 7435HS/24GB/512GB/8GB RTX4060/144Hz/Win11 (83JC003YVN),30190000
197,67edfe77d021bd5ffb8c420e,Laptop MSI Gaming Katana A15 AI B8VF R7 8845HS/16GB/512GB/8GB RTX4060/144Hz/Balo/Win11 (419VN),29190000
198,67edfe77d021bd5ffb8c420f,Laptop Lenovo Gaming Legion Pro 5 16IRX9 i9 14900HX/32GB/1TB/8GB RTX4070/240Hz/Win11 (83DF0046VN),52190000
199,67edfe77d021bd5ffb8c4210,Laptop Lenovo ThinkPad E14 Ultra 7 155H/32GB/1TB/Win11 (21M70051VN),33490000
200,67edfe77d021bd5ffb8c4211,Laptop Asus Vivobook S 14 S5406SA Ultra 5 226V/16GB/512GB/120Hz/OfficeHS/Win11 (PP060WS),26490000
201,67edfe77d021bd5ffb8c4212,Laptop Dell Vostro 15 3520 i5 1235U/16GB/512GB/120Hz/OfficeHS/KYHD/Win11 (i5U165W11GRU),15990000
202,67edfe77d021bd5ffb8c4213,Laptop HP Envy x360 14 fc0162TU Ultra 5 125U/16GB/512GB/Touch/Pen/OfficeHS/Win11 (AY8X1PA),25990000
203,67edfe77d021bd5ffb8c4214,Laptop Asus Zenbook 14 OLED UX3405MA Ultra 7 155H/32GB/1TB/120Hz/Túi/Win11 (PP152W),31690000
204,67edfe77d021bd5ffb8c4215,Laptop HP Gaming VICTUS 16 s0078AX R5 7640HS/16GB/512GB/6GB RTX3050/144Hz/Win11 (8C5N7PA),21190000
205,67edfe77d021bd5ffb8c4216,Laptop Asus Vivobook 15 X1504VA i5 1335U/8GB/512GB/Win11 (NJ025W),14990000
206,67edfe77d021bd5ffb8c4217,Laptop Asus Vivobook 15 OLED A1505ZA i5 12500H/16GB/512GB/Win11 (L1337W),15290000
207,67edfe77d021bd5ffb8c4218,Laptop Asus TUF Gaming A15 FA506NF R5 7535HS/16GB/512GB/4GB RTX2050/144Hz/Win11 (HN012W),17990000
208,67edfe77d021bd5ffb8c4219,Laptop HP Gaming VICTUS 16 s0077AX R7 7840HS/16GB/512GB/144Hz/6GB RTX3050/Win11 (8C5N6PA),25690000
209,67edfe77d021bd5ffb8c421a,Laptop Dell Vostro 3420 i5 1235U/8GB/512GB/OfficeHS/Win11 (V4I5702W1),14490000
210,67edfe77d021bd5ffb8c421b,Laptop Dell Inspiron 15 3530 i5 1335U/16GB/512GB/120Hz/OfficeHS/Win11 (N5I5791W1),18490000
211,67edfe78d021bd5ffb8c421c,Laptop Dell Vostro 15 3520 i5 1235U/8GB/512GB/120Hz/OfficeHS/KYHD/Win11 (V5I5610W1),14490000
212,67edfe78d021bd5ffb8c421d,Laptop MSI Gaming Katana A15 AI B8VG R7 8845HS/16GB/1TB/8GB RTX4070/144Hz/Balo/Chuột/Bàn di/Win11 (465VN),32690000
213,67edfe78d021bd5ffb8c421e,Laptop Dell Inspiron 14 5440 Core 7 150U/16GB/512GB/OfficeHS/Win11 (N4I7204W1),24490000
214,67edfe78d021bd5ffb8c421f,Laptop Asus Vivobook 16 X1605VA i7 13620H/16GB/512GB/OfficeHS24+365/Win11 (MB1875WS),19490000
215,67edfe78d021bd5ffb8c4220,Laptop Asus Vivobook 16 M1607KA R7 AI 350/16GB/512GB/OfficeHS24+365/Win11 (MB091WS),22990000
216,67edfe78d021bd5ffb8c4221,Laptop MSI Prestige 14 AI Studio C1UDXG Ultra 7 155H/16GB/1TB/6GB RTX3050/144Hz/Túi/Win11 (058VN),27390000
217,67edfe78d021bd5ffb8c4222,Laptop Acer Swift Go 14 AI SFG14 73 71ZX Ultra 7 155H/16GB/512GB/Win11 (NX.KSLSV.002),26290000
218,67edfe78d021bd5ffb8c4223,Laptop Lenovo ThinkBook 16 G7 Ultra 5 125U/16GB/512GB/Win11 (21MS007GVN),22190000
219,67edfe78d021bd5ffb8c4224,Laptop HP VICTUS 16 r0283TX i5 13500H/16GB/512GB/144Hz/6GB RTX3050/Win11 (AD9T3PA),22690000
220,67edfe78d021bd5ffb8c4225,Laptop HP Probook 450 G10 i7 1355U/16GB/512GB/Win11 (9H8H1PT),23190000
221,67edfe78d021bd5ffb8c4226,Laptop Lenovo ThinkBook 14 Ultra 7 155U/16GB/512GB/Win11 (21MR0072VN),26390000
222,67edfe78d021bd5ffb8c4227,Laptop Acer Swift AI SF14 51 53P9 Ultra 5 226V/16GB/1TB/Win11 (NX.J2KSV.002),34990000
223,67edfe78d021bd5ffb8c4228,Laptop Lenovo IdeaPad Slim 5 14Q8X9 X1P 42 100/16GB/512GB/Win11 (83HL000KVN),20690000
224,67edfe78d021bd5ffb8c4229,Laptop Asus TUF Gaming A15 FA506NC R5 7535HS/16GB/512GB/4GB RTX3050/144Hz/Win11 (HN017W),19490000
225,67edfe79d021bd5ffb8c422a,Laptop Dell G15 5530 i9 13900HX/16GB/1TB/8GB RTX4060/165Hz/OfficeHS/Win11 (i9HX161W11GR4060),40990000
226,67edfe79d021bd5ffb8c422b,Laptop Asus TUF Gaming F15 FX507VU i7 13620H/16GB/512GB/6GB RTX4050/144Hz/Win11 (LP167W),27190000
227,67edfe79d021bd5ffb8c422c,Laptop HP Elitebook 630 G10 i7 1355U/16GB/512GB/Win11 (873F2PA),25690000
228,67edfe79d021bd5ffb8c422d,Laptop Dell Latitude 3440 i7 1355U/16GB/512GB/Win11 (71038103),22790000
229,67edfe79d021bd5ffb8c422e,Laptop Lenovo Gaming Legion Slim 5 16AHP9 R7 8845HS/32GB/1TB/8GB RTX4060/165Hz/Win11 (83DH003BVN),42690000
230,67edfe79d021bd5ffb8c422f,Laptop Lenovo V15 G5 IRL Core 5 120U/16GB/512GB/Win11 (83HF0000VN),18890000
231,67edfe79d021bd5ffb8c4230,Laptop Acer Swift AI SF14 51 75VP Ultra 7 258V/32GB/1TB/Win11 (NX.J2KSV.001),39990000
232,67edfe79d021bd5ffb8c4231,Laptop Asus Vivobook 14X OLED K3405VC i5 13500H/16GB/512GB/4GB RTX3050/Win11 (KM006W),22790000
233,67edfe79d021bd5ffb8c4232,Laptop Dell Inspiron 15 3530 i5 1335U/8GB/512GB/120Hz/OfficeHS/Win11 (N3530-i5U085W11BLU),16990000
234,67edfe79d021bd5ffb8c4233,Laptop HP VICTUS 16 r0127TX i7 13700H/16GB/512GB/8GB RTX4060/144Hz/Win11 (8C5N2PA),34790000
235,67edfe79d021bd5ffb8c4234,Laptop Lenovo Gaming Legion Pro 7 16IRX9H i9 14900HX/32GB/1TB/16GB RTX4090/240Hz/Win11 (83DE001MVN),106990000
236,67edfe79d021bd5ffb8c4235,Laptop HP Envy X360 14 fc0083TU Ultra 7 155U/32GB/1TB/Touch/Pen/Win11 (A19BSPA),33390000
237,67edfe79d021bd5ffb8c4236,Laptop Dell Inspiron 16 5640 Core 7 150U/16GB/1TB/2GB MX570A/120Hz/OfficeHS/Win11 (N6I7512W1),31490000
238,67edfe79d021bd5ffb8c4237,Laptop Lenovo Thinkpad X13 Ultra 5 125U/16GB/512GB/Win11 Pro (21LU004NVN),33990000
239,67edfe79d021bd5ffb8c4238,Laptop Asus ROG Strix G16 G614JU i7 13650HX/32GB/1TB/6GB RTX4050/165Hz/Win11 (N3509W),34990000
240,67edfe7ad021bd5ffb8c4239,Laptop HP Gaming VICTUS 16 r0130TX i5 13500H/16GB/512GB/144Hz/6GB RTX3050/Win11 (8C5N5PA),22690000
241,67edfe7ad021bd5ffb8c423a,Laptop Asus Zenbook S 14 UX5406SA Ultra 7 258V/32GB/1TB/120Hz/Túi/OfficeHS/Win11 (PV140WS),41990000
242,67edfe7ad021bd5ffb8c423b,Laptop Dell Inspiron 7440 Core 5 120U/16GB/1TB/Touch/Pen/OfficeHS/Win11 (N4I5006W1),28990000
243,67edfe7ad021bd5ffb8c423c,Laptop Dell Inspiron 7440 Core 7 150U/16GB/1TB/Touch/Pen/OfficeHS/Win11 (N7440-C7U161W11IBU),30990000
244,67edfe7ad021bd5ffb8c423d,Laptop HP Spectre X360 14 eu0050TU Ultra 7 155H/32GB/1TB/Touch/Pen/Win11 (A19BLPA),50990000
245,67edfe7ad021bd5ffb8c423e,Laptop MSI Gaming Katana A15 AI B8VE R7 8845HS/16GB/512GB/6GB RTX4050/144Hz/Balo/Win11 (402VN),27190000
246,67edfe7ad021bd5ffb8c423f,Laptop HP Probook 450 G10 i7 1355U/16GB/512GB/Win11 (873D3PA),23190000
247,67edfe7ad021bd5ffb8c4240,Laptop Asus TUF Gaming A15 FA507NV R7 7735HS/16GB/512GB/8GB RTX4060/144Hz/Win11 (LP031W),27390000
248,67edfe7ad021bd5ffb8c4241,Laptop Asus TUF Gaming A15 FA507NU R5 7535HS/16GB/512GB/6GB RTX4050/144Hz/Win11 (LP105W),23490000
249,67edfe7ad021bd5ffb8c4242,Laptop MSI Creator Z17 HX Studio A14VGT i7 14700HX/32GB/2TB/8GB RTX4070/165Hz/Touch/Pen/Balo/Win11 (272VN),66190000
250,67edfe7ad021bd5ffb8c4243,Laptop MacBook Air 13 inch M3 16GB/ 256GB,27090000
251,67edfe7ad021bd5ffb8c4244,Laptop ASUS TUF Gaming A15 FA507UV R7 8845HS/16GB/512GB/8GB RTX4060/144Hz/Win11 (LP142W),27790000
252,67edfe7ad021bd5ffb8c4245,Laptop Asus Vivobook S 14 S5406SA Ultra 7 258V/32GB/1TB/120Hz/OfficeHS/Win11 (PP059WS),32490000
253,67edfe7ad021bd5ffb8c4246,Laptop Asus Zenbook 14 UX3405CA Ultra 7 255H/16GB/512GB/120Hz/Touch/OfficeHS24+365/Win11 (PZ368WS),34990000
254,67edfe7bd021bd5ffb8c4247,Laptop HP OMEN 16 xf0071AX R7 7840HS/32GB/1TB/8GB RTX4060/240Hz/Win11 (8W946PA),50690000
255,67edfe7bd021bd5ffb8c4248,Laptop MSI Creator M16 HX C14VFG i7 14700HX/32GB/1TB/8GB RTX4060/240Hz/Balo/Win11 (040VN),42190000
256,67edfe7bd021bd5ffb8c4249,Laptop MSI Cyborg 15 A13VFK i7 13620H/16GB/512GB/8GB RTX4060/144Hz/Balo/Win11 (876VN),27690000
257,67edfe7bd021bd5ffb8c424a,Laptop Dell XPS 13 9340 Ultra 7 155H/16GB/1TB/Touch/OfficeHS/Win11 (HXRGT),54990000
258,67edfe7bd021bd5ffb8c424b,Laptop Asus TUF Gaming A14 FA401WV R9 AI HX 370/16GB/1TB/8GB RTX4060/165Hz/OfficeHS/Office365/Win11 (RG062WS),40990000
259,67edfe7bd021bd5ffb8c424c,Laptop Asus Zenbook 14 OLED UM3406KA R7 AI 350/32GB/512GB/120Hz/OfficeHS24+365/Win11 (PP555WS),31990000
260,67edfe7bd021bd5ffb8c424d,Laptop HP Envy x360 14 fc0089TU Ultra 7 155U/16GB/512GB/Touch/Pen/Win11 (A19BZPA),30790000
261,67edfe7bd021bd5ffb8c424e,Laptop Asus Vivobook S 15 S5507QA X1E 78 100/32GB/1TB/Win11/OfficeHS (MA090WS),30290000
262,67edfe7bd021bd5ffb8c424f,Laptop HP Envy X360 14 fa0048AU R7 8840HS/16GB/512GB/Touch/Pen/Win11 (A19BQPA),28190000
263,67edfe7bd021bd5ffb8c4250,Laptop MSI Prestige 13 AI+ A2VMG Ultra 7 258V/32GB/1TB/Balo/Win11 (040VN),36190000
264,67edfe7bd021bd5ffb8c4251,Laptop HP Probook 460 G11 Ultra 5 125U/16GB/512GB/Win11 (A74BTPT),22990000
265,67edfe7bd021bd5ffb8c4252,Laptop MSI Prestige 16 AI+ B2VMG Ultra 9 288V/32GB/1TB/Balo/Win11 (016VN),43190000
266,67edfe7bd021bd5ffb8c4253,Laptop Dell XPS 13 9340 Ultra 7 155H/16GB/1TB/Touch/OfficeHS/Win11 (HXRGT2),54990000
267,67edfe7bd021bd5ffb8c4254,Laptop MSI Stealth A16 AI+ A3XVGG R9 AI HX 370/32GB/2TB/8GB RTX4070/120Hz/Balo/Chuột/Win11 (208VN),67190000
268,67edfe7bd021bd5ffb8c4255,Laptop MSI Gaming Katana A15 AI B8VG R9 8945HS/16GB/1TB/8GB RTX4070/144Hz/Balo/Lót chuột/Chuột/Win11 (466VN),38690000
269,67edfe7cd021bd5ffb8c4256,Laptop MacBook Pro 14 inch M4 16GB/512GB,39990000
270,67edfe7cd021bd5ffb8c4257,Laptop MacBook Pro 14 inch M4 Pro 24GB/512GB,49790000
271,67edfe7cd021bd5ffb8c4258,Laptop MacBook Air 15 inch M3 16GB/256GB/10GPU,32490000
272,67edfe7cd021bd5ffb8c4259,Laptop Apple MacBook Air 15 inch M3 16GB/512GB (MXD23SA/A),36490000
273,67edfe7cd021bd5ffb8c425a,Laptop Dell Inspiron 14 5440 i5 1334U/16GB/512GB/OfficeHS/Win11 (NDY5V1),20990000
274,67edfe7cd021bd5ffb8c425b,Laptop MacBook Pro 14 inch M4 Pro 24GB/1TB,54990000
275,67edfe7cd021bd5ffb8c425c,Laptop MacBook Pro 14 inch Nano M4 16GB/512GB,41990000
276,67edfe7cd021bd5ffb8c425d,Laptop Asus Vivobook 15 X1504ZA i5 1235U/16GB/1TB/Win11 (NJ1528W),13790000
277,67edfe7cd021bd5ffb8c425e,Laptop MacBook Pro 16 inch M4 Pro 24GB/1TB,69490000
278,67edfe7cd021bd5ffb8c425f,Laptop Samsung Galaxy Chromebook Go XE310XDA N4500/4GB/32GB/ChromeOS,7990000
279,67edfe7cd021bd5ffb8c4260,Laptop MacBook Air 13 inch M2 24GB/512GB,31990000
280,67edfe7cd021bd5ffb8c4261,Laptop MacBook Air 13 inch M3 24GB/512GB,36290000
281,67edfe7cd021bd5ffb8c4262,Laptop MacBook Pro 16 inch M4 Pro 24GB/512GB,64490000
282,67edfe7dd021bd5ffb8c4263,Laptop Lenovo Gaming LOQ Essential 15IAX9E i5 12450HX/12GB/512GB/6GB RTX3050/144Hz/Win11 (83LK0036VN),20190000
283,67edfe7dd021bd5ffb8c4264,Laptop MacBook Pro 16 inch M4 Pro 48GB/512GB,74490000
284,67edfe7dd021bd5ffb8c4265,Laptop MacBook Pro 14 inch Nano M4 Pro 24GB/512GB,51990000
285,67edfe7dd021bd5ffb8c4266,Laptop Lenovo IdeaPad 5 2in1 14IRH9 i7 13620H/16GB/512GB/Touch/Pen/Win11 (83KX003XVN),24990000
286,67edfe7dd021bd5ffb8c4267,Laptop Dell Inspiron 14 5430 i5 1340P/16GB/512GB/4GB RTX2050/120Hz/OfficeHS/Win11 (N5430-i5P165W11SL2050),26490000
287,67edfe7dd021bd5ffb8c4268,Laptop HP Elitebook 630 G10 i5 1335U/16GB/512GB/Touch/Win11 (9J0B5PT),22190000
288,67edfe7dd021bd5ffb8c4269,Laptop Samsung Galaxy Chromebook Go XE340XDA N4500/4GB/32GB/ChromeOS,8990000
289,67edfe7dd021bd5ffb8c426a,Laptop MacBook Pro 14 inch M4 Pro 48GB/512GB,59490000
290,67edfe7dd021bd5ffb8c426b,Laptop MacBook Pro 14 inch M4 Pro 48GB/1TB,64990000
291,67edfe7dd021bd5ffb8c426c,Laptop HP OMEN 16 xf0070AX R9 7940HS/32GB/1TB/8GB RTX4070/240Hz/Win11 (8W945PA),62890000
292,67edfe7dd021bd5ffb8c426d,Laptop Dell G15 5530 i7 13650HX/16GB/1TB/8GB RTX4060/165Hz/OfficeHS/Win11 (i7HX161W11GR4060),36990000
293,67edfe7dd021bd5ffb8c426e,Laptop MacBook Pro 14 inch Nano M4 Max 36GB/1TB,82090000
294,67edfe7dd021bd5ffb8c426f,Laptop Apple MacBook Pro 16 inch Nano M4 Pro 24GB/512GB,68490000
295,67edfe7dd021bd5ffb8c4270,Laptop GIGABYTE G6 KF RC56 i7 13620H/16GB/1TB/8GB RTX4060/165Hz/Win11 (9RC56KF0HJJANIVN000),29190000
296,67edfe7ed021bd5ffb8c4271,Laptop Macbook Air 13 inch M2 16GB/512GB Sạc 70W,29190000
297,67edfe7ed021bd5ffb8c4272,Laptop HP Gaming VICTUS 16 r0128TX i5 13450HX/16GB/512GB/144Hz/6GB RTX4050/Win11 (8C5N3PA),28990000
298,67edfe7ed021bd5ffb8c4273,Laptop HP Gaming VICTUS 16 r0228TX i5 13500H/32GB/512GB/6GB RTX4050/144Hz/Win11 (9Q979PA),30990000
299,67edfe7ed021bd5ffb8c4274,Laptop HP Gaming VICTUS 16 r0227TX i5 13500H/32GB/512GB/8GB RTX4060/144Hz/Win11 (9Q978PA),32490000
300,67edfe7ed021bd5ffb8c4275,Laptop HP Gaming VICTUS 16 s0138AX R7 7840HS/32GB/512GB/8GB RTX4070/144Hz/Win11 (9Q985PA),37990000
301,67edfe7ed021bd5ffb8c4276,Laptop Lenovo Thinkpad X13 Ultra 7 155H/32GB/1TB/Touch/Win11 Pro (21LU004LVN),44590000
302,67edfe7ed021bd5ffb8c4277,Laptop HP Probook 460 G11 Ultra 7 155U/16GB/512GB/Win11 (A74C0PT),25690000
303,67edfe7ed021bd5ffb8c4278,Laptop HP Elitebook X360 830 G11 Ultra 7 165U/16GB/512GB/Touch/Pen/Win11 Pro (A7RC0PT),44690000
304,67edfe7ed021bd5ffb8c4279,Laptop HP Envy X360 14 fa0097AU R5 8640HS/16GB/512GB/Touch/Pen/Office365/Win11 (AY8U7PA),26690000
305,67edfe7ed021bd5ffb8c427a,Laptop HP Envy X360 14 fc0153TU Ultra 7 155U/32GB/512GB/Touch/Pen/Office365/Win11 (AY8V4PA),32690000
306,67edfe7ed021bd5ffb8c427b,Laptop MacBook Pro 16 inch M4 Max 36GB/1TB,87690000
307,67edfe7ed021bd5ffb8c427c,Laptop MSI Modern 15 B12MO i7 1255U/16GB/512GB/Win11 (487VN),15690000
308,67edfe7ed021bd5ffb8c427d,Laptop Dell Inspiron 15 3530 i7 1355U/16GB/512GB/120Hz/OfficeHS/Win11 (N5I7240W1),21490000
309,67edfe7fd021bd5ffb8c427e,Laptop HP Elitebook X360 830 G11 Ultra 5 135U/16GB/512GB/Touch/Pen/Win11 Pro (A7RB9PT),40190000
310,67edfe7fd021bd5ffb8c427f,Laptop HP OMEN Transcend 14 fb0135TX Ultra 7 155H/16GB/1TB/8GB RTX4060/120Hz/Win11 (AY8V1PA),58990000
311,67edfe7fd021bd5ffb8c4280,Laptop Lenovo IdeaPad 5 2in1 14Q8X9 X1P 42 100/16GB/512GB/Touch/Win11 (83GH001FVN),23690000
312,67edfe7fd021bd5ffb8c4281,Laptop Lenovo IdeaPad Flex 5 14ABR8 R7 7730U/16GB/512GB/Touch/Win11 (82XX00DLVN),18990000
313,67edfe7fd021bd5ffb8c4282,Laptop Lenovo ThinkPad E16 Ultra 5 125U/32GB/1TB/Win11 (21MA0049VN),25590000
314,67edfe7fd021bd5ffb8c4283,Laptop Lenovo ThinkPad X1 Carbon Ultra 7 165U/64GB/1TB/120Hz/Win11 Pro (21KC00AGVN),65390000
315,67edfe7fd021bd5ffb8c4284,Laptop Lenovo Yoga 7 2in1 14IML9 Ultra 5 125H/16GB/512GB/Touch/Office/Win11 (83DJ00DMVN),26990000
316,67edfe7fd021bd5ffb8c4285,Laptop Lenovo IdeaPad Slim 5 14IMH9 Ultra 5 125H/16GB/1TB/Win11 (83DA006TVN),23690000
317,67edfe7fd021bd5ffb8c4286,Laptop Lenovo Legion 7 16IRX9 i9 14900H/32GB/1TB/8GB RTX4070/165Hz/Win11,61690000
318,67edfe7fd021bd5ffb8c4287,Laptop Lenovo Yoga Pro 7 14ASP9 R9 AI 365/32GB/1TB/120Hz/OfficeHS/Win11 (83HN0022VN),40990000
319,67edfe7fd021bd5ffb8c4288,Laptop Lenovo Yoga Pro 7 14IMH9 Ultra 7 155H/32GB/1TB/6GB RTX4050/120Hz/OfficeHS/Win11 (83E2006MVN),46990000
320,67edfe7fd021bd5ffb8c4289,Laptop Lenovo Yoga Slim 7 15ILL9 Ultra 7 258V/32GB/1TB/120Hz/Touch/OfficeHS/Win11 (83HM000GVN),40990000
321,67edfe7fd021bd5ffb8c428a,Laptop LG Gram 14Z90S Ultra 5 125H/16GB/512GB/Win11 (14Z90S-G.AH55A5),32990000
322,67edfe7fd021bd5ffb8c428b,Laptop LG Gram 14Z90S Ultra 7 155H/16GB/512GB/Win11 (14Z90S-G.AH75A5),37490000
323,67edfe7fd021bd5ffb8c428c,Laptop LG Gram 16Z90S Ultra 7 155H/16GB/512GB/Win11 (16Z90S-G.AH76A5),41490000
324,67edfe7fd021bd5ffb8c428d,Laptop LG Gram 17Z90S Ultra 7 155H/16GB/1TB/Win11 (17Z90S-G.AH78A5),44990000
325,67edfe80d021bd5ffb8c428e,Laptop LG Gram 16Z90SP Ultra 7 155H/16GB/512GB/Win11 (16Z90SP-K.AH78A5),46990000
326,67edfe80d021bd5ffb8c428f,Laptop HP Elitebook 635 Aero G11 R5 8640U/16GB/512GB/Win11 (A8WS6PT),23890000
327,67edfe80d021bd5ffb8c4290,Laptop HP Elitebook 635 Aero G11 R7 8840HS/16GB/512GB/Win11 (A8WS7PT),27290000
328,67edfe80d021bd5ffb8c4291,Laptop Lenovo IdeaPad Slim 3 15IRH10 i7 13620H/16GB/512GB/Win11 (83K1000JVN),19490000
329,67edfe80d021bd5ffb8c4292,Laptop Lenovo LOQ 15IAX9 i5 12450HX/12GB/512GB/6GB RTX4050/144Hz/Win11 (83GS001QVN),25190000
330,67edfe80d021bd5ffb8c4293,Laptop Lenovo Legion Pro 7 16IRX9H i9 14900HX/1TB/12GB RTX4080/240Hz/Win11 (83DE001NVN),88990000
331,67edfe80d021bd5ffb8c4294,Laptop Lenovo Legion Slim 5 16AHP9 R7 8845HS/16GB/512GB/8GB RTX4060/165Hz/Win11 (83DH003AVN),39690000
332,67edfe80d021bd5ffb8c4295,Laptop Lenovo ThinkPad T14s Ultra 5 125U/16GB/512GB/Win11 Pro (21LS005RVN),35390000
333,67edfe80d021bd5ffb8c4296,Laptop Lenovo Thinkpad X13 Ultra 7 155H/16GB/1TB/Win11 Pro (21LU004TVN),41590000
334,67edfe80d021bd5ffb8c4297,Laptop Lenovo Yoga 7 2in1 14IML9 Ultra 7 155H/16GB/512GB/Touch/Pen/OfficeHS/Win11 (83DJ001FVN),30990000
335,67edfe80d021bd5ffb8c4298,Laptop GIGABYTE AORUS 16X X6LAG i7 14650HX/16GB/1TB/8G RTX4070/165Hz/Win11 (9RX6LASGDDJIXDVN010),43190000
336,67edfe80d021bd5ffb8c4299,Laptop Asus Zenbook DUO UX8406CA Ultra 9 285H/32GB/1TB/120Hz/Touch/OfficeHS24+365/Win11 (PZ109WS),61990000
337,67edfe80d021bd5ffb8c429a,Laptop Dell Inspiron 15 3530 i5 1334U/16GB/512GB/120Hz/OfficeHS24+365/Win11 (N5I5530W1),18490000
338,67edfe81d021bd5ffb8c429b,Laptop Dell Inspiron 15 3530 i7 1355U/16GB/512GB/120Hz/OfficeHS24+365/Win11 (N5I7305W1),21490000
339,67edfe81d021bd5ffb8c429c,Laptop Dell Latitude 3450 i5 1335U/16GB/512GB/Win11 (L3450-1335U-16512W),18990000
340,67edfe81d021bd5ffb8c429d,Laptop Asus Vivobook 14 A1407CA Ultra 5 225H/16GB/512GB/OfficeHS24+365/Win11 (LY008WS),20990000
341,67edfe81d021bd5ffb8c429e,Laptop Asus Vivobook 14 X1404VA i5 1334U/16GB/512GB/OfficeHS24+365/Win11 (NK771WS),15490000
342,67edfe81d021bd5ffb8c429f,Laptop Asus Vivobook 16 A1607CA Ultra 5 225H/16GB/512GB/OfficeHS24+365/Win11 (MB038WS),21490000
