group_id,group_name
332,Laptop Dell G15 5530 i9 13900HX/16GB/1TB/8GB RTX4060/165Hz/OfficeHS/Win11 (i9HX161W11GR4060)
333,Laptop Asus TUF Gaming F15 FX507VU i7 13620H/16GB/512GB/6GB RTX4050/144Hz/Win11 (LP167W)
341,Laptop HP VICTUS 16 r0127TX i7 13700H/16GB/512GB/8GB RTX4060/144Hz/Win11 (8C5N2PA)
356,Laptop MSI Creator Z17 HX Studio A14VGT i7 14700HX/32GB/2TB/8GB RTX4070/165Hz/Touch/Pen/Balo/Win11 (272VN)
336,Laptop Lenovo Gaming Legion Slim 5 16AHP9 R7 8845HS/32GB/1TB/8GB RTX4060/165Hz/Win11 (83DH003BVN)
339,Laptop Asus Vivobook 14X OLED K3405VC i5 13500H/16GB/512GB/4GB RTX3050/Win11 (KM006W)
342,Laptop Lenovo Gaming Legion Pro 7 16IRX9H i9 14900HX/32GB/1TB/16GB RTX4090/240Hz/Win11 (83DE001MVN)
362,Laptop MSI Creator M16 HX C14VFG i7 14700HX/32GB/1TB/8GB RTX4060/240Hz/Balo/Win11 (040VN)
346,Laptop Asus ROG Strix G16 G614JU i7 13650HX/32GB/1TB/6GB RTX4050/165Hz/Win11 (N3509W)
363,Laptop MSI Cyborg 15 A13VFK i7 13620H/16GB/512GB/8GB RTX4060/144Hz/Balo/Win11 (876VN)
355,Laptop Asus TUF Gaming A15 FA507NU R5 7535HS/16GB/512GB/6GB RTX4050/144Hz/Win11 (LP105W)
354,Laptop Asus TUF Gaming A15 FA507NV R7 7735HS/16GB/512GB/8GB RTX4060/144Hz/Win11 (LP031W)
361,Laptop HP OMEN 16 xf0071AX R7 7840HS/32GB/1TB/8GB RTX4060/240Hz/Win11 (8W946PA)
365,Laptop Asus TUF Gaming A14 FA401WV R9 AI HX 370/16GB/1TB/8GB RTX4060/165Hz/OfficeHS/Office365/Win11 (RG062WS)
375,Laptop MSI Gaming Katana A15 AI B8VG R9 8945HS/16GB/1TB/8GB RTX4070/144Hz/Balo/Lót chuột/Chuột/Win11 (466VN)
376,Laptop MacBook Pro 14 inch M4 16GB/512GB
377,Laptop MacBook Pro 14 inch M4 Pro 24GB/512GB
380,Laptop MacBook Pro 14 inch M4 Pro 24GB/1TB
396,Laptop MacBook Pro 14 inch M4 Pro 48GB/1TB
390,Laptop MacBook Pro 14 inch Nano M4 Pro 24GB/512GB
