group_id,product_id,product_name
139,67e54d296293190bc2b97228,"Laptop HP Pavilion 15 eg3093TU i5 1335U/16GB/512GB/Win11 (8C5L4PA)"
140,67e54d296293190bc2b97229,"Laptop Dell Inspiron 15 3520 i7 1255U/16GB/512GB/120Hz/OfficeHS/KYHD/Win11 (N5I7125W1)"
141,67e54d296293190bc2b9722a,"Laptop Acer Aspire 3 A315 44P R9W8 R7 5700U/8GB/512GB/Win11 (NX.KSJSV.002)"
142,67e54d2a6293190bc2b9722b,"Laptop Acer Gaming Aspire 5 A515 58GM 51LB i5 13420H/16GB/512GB/4GB RTX2050/Win11 (NX.KQ4SV.002)"
143,67e54d2a6293190bc2b9722c,"Laptop Asus Gaming Vivobook K3605ZF i5 12500H/16GB/512GB/4GB RTX2050/Win11 (RP745W)"
144,67e54d2a6293190bc2b9722d,"Laptop Lenovo Ideapad Slim 3 15IRH8 i7 13620H/16GB/1TB/Win11 (83EM003FVN)"
145,67e54d2a6293190bc2b9722e,"Laptop MSI Gaming GF63 Thin 12VE i5 12450H/16GB/512GB/6GB RTX4050/144Hz/Win11 (460VN)"
146,67e54d2a6293190bc2b9722f,"Laptop Dell Inspiron 15 3520 i5 1235U/16GB/512GB/120Hz/OfficeHS/Win11 (N5I5052W1)"
147,67e54d2a6293190bc2b97230,"Laptop Acer Aspire Lite 14 51M 59BN i5 1235U/16GB/512GB/Win11 (NX.KTXSV.001)"
148,67e54d2b6293190bc2b97231,"Laptop Asus Gaming Vivobook K3605ZC i5 12500H/16GB/512GB/4GB RTX3050/Win11 (RP629W)"
149,67e54d2b6293190bc2b97232,"Laptop Acer Aspire 5 A515 58P 34RJ i3 1315U/8GB/512GB/Win11 (NX.KHJSV.003)"
150,67e54d2b6293190bc2b97233,"Laptop Asus TUF Gaming F15 FX507ZC4 i5 12500H/16GB/512GB/4GB RTX3050/144Hz/Win11 (HN330W)"
151,67e54d2b6293190bc2b97234,"Laptop MSI Gaming Thin 15 B12UC i5 12450H/16GB/512GB/4GB RTX3050/144Hz/Balo/Win11 (2045VN)"
152,67e54d2b6293190bc2b97235,"Laptop Lenovo Ideapad 1 15ALC7 R7 5700U/16GB/512GB/Win11 (82R400C1VN)"
153,67e54d2b6293190bc2b97236,"Laptop HP Gaming VICTUS 15 fb1022AX R5 7535HS/16GB/512GB/4GB RTX2050/144Hz/Win11 (94F19PA)"
154,67e54d2b6293190bc2b97237,"Laptop HP 15 fd0015TU i7 1355U/16GB/512GB/Win11 (A19C5PA)"
155,67e54d2c6293190bc2b97238,"Laptop Dell Latitude 3440 i5 1235U/16GB/512GB/Win11 (L3440-I51235U-16G512G)"
156,67e54d2c6293190bc2b97239,"Laptop Asus Vivobook 15 X1504ZA i5 1235U/16GB/512GB/Win11 (NJ1546W)"
157,67e54d2c6293190bc2b9723a,"Laptop MSI Modern 15 B12MO i5 1235U/16GB/512GB/Win11 (628VN)"
158,67e54d2c6293190bc2b9723b,"Laptop Asus Zenbook 14 OLED UX3402VA i5 13500H/16GB/512GB/90Hz/Win11 (KM657W)"
159,67e54d2c6293190bc2b9723c,"Laptop Acer Gaming Aspire 5 A515 58GM 53PZ i5 13420H/8GB/512GB/4GB RTX2050/Win11 (NX.KQ4SV.008)"
160,67e54d2c6293190bc2b9723d,"Laptop MacBook Air 13 inch M3 16GB/512GB (MXCV3SA/A)"
161,67e54d2d6293190bc2b9723e,"Laptop Acer Aspire 5 A515 58M 56YX i5 13420H/16GB/512GB/Win11 (NX.KQ8SV.005)"
162,67e54d2d6293190bc2b9723f,"Laptop Lenovo Ideapad Slim 5 15IRU9 Core 5 120U/16GB/512GB/Win11 (83D0000EVN)"
163,67e54d2d6293190bc2b97240,"Laptop HP Gaming VICTUS 15 fa1139TX i5 12450H/16GB/512GB/4GB RTX2050/144Hz/Win11 (8Y6W3PA)"
164,67e54d2d6293190bc2b97241,"Laptop Dell Inspiron 15 3520 i5 1235U/8GB/512GB/120Hz/OfficeHS/Win11 (N3520-i5U085W11SLU)"
165,67e54d2e6293190bc2b97242,"Laptop Asus TUF Gaming A15 FA506NFR R7 7435HS/16GB/512GB/4GB RTX2050/144Hz/Win11 (HN113W)"
166,67e54d2e6293190bc2b97243,"Laptop HP 240 G10 i5 1335U/16GB/512GB/Win11 (9H2E4PT)"
167,67e54d2e6293190bc2b97244,"Laptop Asus Vivobook 15 OLED A1505VA i5 13500H/16GB/512GB/Chuột/Win11 (L1341W)"
168,67e54d2e6293190bc2b97245,"Laptop Acer Predator Helios Neo PHN16 71 53M7 i5 13500HX/16GB/512GB/8GB RTX4060/165Hz/Win11 (NH.QLUSV.005)"
169,67e54d2e6293190bc2b97246,"Laptop MSI Thin 15 B13UC i7 13620H/32GB/512GB/4GB RTX3050/144Hz/Balo/Win11 (1411VN)"
170,67e54d2e6293190bc2b97247,"Laptop Lenovo Gaming LOQ 15ARP9 R7 7435HS/24GB/512GB/6GB RTX4050/144Hz/Win11 (83JC0040VN)"
171,67e54d2f6293190bc2b97248,"Laptop Lenovo Ideapad Slim 3 16IRH10 i5 13420H/24GB/512GB/Win11 (83K20003VN)"
172,67e54d2f6293190bc2b97249,"Laptop Lenovo IdeaPad Slim 3 15IRH10 i5 13420H/16GB/512GB/Win11 (83K1000HVN)"
173,67e54d2f6293190bc2b9724a,"Laptop Acer Aspire Lite 16 G2 AL16 52P 572A i5 1334U/16GB/512GB/Win11 (NX.J2SSV.004)"
174,67e54d2f6293190bc2b9724b,"Laptop Asus TUF Gaming A15 FA506NCR R7 7435HS/16GB/512GB/4GB RTX3050/144Hz/Win11 (HN097W)"
175,67e54d2f6293190bc2b9724c,"Laptop HP Pavilion X360 14 ek2024TU Core 5 120U/16GB/512GB/Touch/Pen/Win11 (9Z2V6PA)"
176,67e54d2f6293190bc2b9724d,"Laptop HP 240 G8 i3 1115G4/8GB/512GB/Win11 (6L1A2PA)"
177,67e54d306293190bc2b9724e,"Laptop Acer Aspire Lite AL16 51P 596H i5 1235U/8GB/512GB/Win11 (NX.KWZSV.002)"
178,67e54d306293190bc2b9724f,"Laptop Asus Gaming TUF A15 FA507NUR R7 7435HS/16GB/512GB/6GB RTX4050/144Hz/Win11 (LP057W)"
179,67e54d306293190bc2b97250,"Laptop Dell Vostro 3530 i5 1335U/16GB/512GB/120Hz/OfficeHS/Win11 (80GG93)"
180,67e54d306293190bc2b97251,"Laptop MSI Gaming Katana 15 B13UDXK i7 13620H/16GB/1TB/6GB RTX3050/144Hz/Balo/Win11 (2077VN)"
181,67e54d306293190bc2b97252,"Laptop Lenovo V14 G4 i7 1355U/16GB/512GB/Win11 (83A00012VN)"
182,67e54d306293190bc2b97253,"Laptop GIGABYTE G5 MF5 RC555 i5 13500H/16GB/512GB/6GB RTX4050/144Hz/Win11 (9RC55MF5FEIAA1VN0C0)"
183,67e54d306293190bc2b97254,"Laptop Asus Vivobook 16 X1605VA i5 1335U/16GB/512GB/Win11 (MB360W)"
184,67e54d316293190bc2b97255,"Laptop Dell Inspiron 15 3530 i7 1355U/16GB/512GB/120Hz/OfficeHS/Win11 (71043888)"
185,67e54d316293190bc2b97256,"Laptop Acer Aspire 3 A315 59 5283 i5 1235U/8GB/512GB/Win11 (NX.K6TSV.00B)"
186,67e54d316293190bc2b97257,"Laptop HP Pavilion 15 eg3091TU i7 1355U/16GB/512GB/Win11 (8C5L2PA)"
187,67e54d316293190bc2b97258,"Laptop Asus Vivobook 15 OLED A1505VA i5 13500H/16GB/512GB/120Hz/Win11 (MA467W)"
188,67e54d316293190bc2b97259,"Laptop HP 15 fd1063TU Ultra 5 125H/16GB/512GB/Win11 (9Z2Y1PA)"
189,67e54d316293190bc2b9725a,"Laptop Lenovo IdeaPad Slim 3 15IRH10 i7 13620H/24GB/512GB/Win11 (83K1000FVN)"
190,67e54d326293190bc2b9725b,"Laptop Asus Zenbook 14 OLED UX3405MA Ultra 5 125H/16GB/512GB/Túi/Win11"
191,67e54d326293190bc2b9725c,"Laptop MSI Gaming Cyborg 15 A13VEK i7 13620H/16GB/512GB/6GB RTX4050/144Hz/Balo/Win11 (1423VN)"
192,67e54d326293190bc2b9725d,"Laptop Lenovo Gaming LOQ 15IAX9 i5 12450HX/24GB/512GB/4GB RTX2050/144Hz/Win11 (83GS00DBVN)"
193,67e54d326293190bc2b9725e,"Laptop HP Pavilion 15 eg2088TU i7 1260P/16GB/512GB/Win11 (7C0R0PA)"
194,67e54d326293190bc2b9725f,"Laptop Acer Aspire Lite AL14 52M 54CJ i5 1334U/16GB/512GB/Win11 (NX.J39SV.002)"
195,67e54d326293190bc2b97260,"Laptop Dell Inspiron 15 3530 i5 1334U/16GB/512GB/120Hz/OfficeHS/Win11 (N3530-i5U165W11SLU)"
196,67e54d336293190bc2b97261,"Laptop Asus Vivobook 14 X1404VA i5 1335U/16GB/512GB/Win11 (NK050W)"
197,67e54d336293190bc2b97262,"Laptop Acer Gaming Aspire 7 A715 76G 5806 i5 12450H/16GB/512GB/4GB RTX3050/144Hz/Win11 (NH.QMFSV.002)"
198,67e54d336293190bc2b97263,"Laptop HP Pavilion 15 eg2081TU i5 1240P/16GB/512GB/Win11 (7C0Q4PA)"
199,67e54d336293190bc2b97264,"Laptop Asus TUF Gaming F15 FX507VV i7 13620H/16GB/512GB/8GB RTX4060/15.6"F/144Hz/Win11 (LP151W)"
200,67e54d336293190bc2b97265,"Laptop HP 240 G9 i5 1235U/16GB/512GB/Win11 (9T2G2PT)"
201,67e54d336293190bc2b97266,"Laptop Acer Gaming Nitro AN515 58 773Y i7 12700H/16GB/512GB/4GB RTX3050Ti/144Hz/Win11 (NH.QFKSV.001.16G)"
202,67e54d346293190bc2b97267,"Laptop Lenovo ThinkBook 14 G6 i7 1355U/16GB/512GB/Win11 (21KG00BQVN)"
203,67e54d346293190bc2b97268,"Laptop MSI Gaming GF63 Thin 12VE i5 12450H/8GB/512GB/6GB RTX4050/144Hz/Win11 (460VN)"
204,67e54d346293190bc2b97269,"Laptop Asus Zenbook 14 UX3405CA Ultra 5 225H/16GB/512GB/120Hz/Touch/OfficeHS24+365/Win11 (PZ187WS)"
205,67e54d346293190bc2b9726a,"Laptop Dell Vostro 3520 i5 1235U/16GB/512GB/120Hz/OfficeHS/Win11 (71030559)"
206,67e54d346293190bc2b9726b,"Laptop Acer Swift Go 14 41 R251 R5 7430U/16GB/1TB/Win11 (NX.KG3SV.005)"
207,67e54d346293190bc2b9726c,"Laptop Asus TUF Gaming A15 FA507NVR R7 7435HS/16GB/512GB/8GB RTX4060/144Hz/Win11 (LP007W)"
208,67e54d346293190bc2b9726d,"Laptop Dell Inspiron 15 3520 i7 1255U/16GB/512GB/120Hz/OfficeHS/Win11 (N3520-i7U165W11BLU-FP)"
209,67e54d356293190bc2b9726e,"Laptop Asus Vivobook 15 OLED A1505VA i9 13900H/16GB/512GB/120Hz/OfficeHS/Win11 (MA586WS)"
210,67e54d356293190bc2b9726f,"Laptop HP 240 G9 i3 1215U/8GB/512GB/Win11 (6L1X8PA)"
211,67e54d356293190bc2b97270,"Laptop MacBook Air 13 inch M2 16GB/512GB/10GPU"
212,67e54d356293190bc2b97271,"Laptop Asus TUF Gaming F15 FX507ZC4 i7 12700H/16GB/512GB/4GB RTX3050/144Hz/Win11 (HNi7MW)"
213,67e54d356293190bc2b97272,"Laptop HP 240 G9 i5 1235U/8GB/512GB/Win11 (6L1Y2PA)"
214,67e54d356293190bc2b97273,"Laptop MSI Gaming Thin 15 B13UCX i5 13420H/16GB/512GB/4GB RTX2050/144Hz/Balo/Win11 (2080VN)"
215,67e54d366293190bc2b97274,"Laptop Lenovo IdeaPad Slim 5 14IMH9 Ultra 7 155H/32GB/1TB/Win11 (83DA0020VN)"
216,67e54d366293190bc2b97275,"Laptop Acer Gaming Nitro V ANV15 51 58AN i5 13420H/8GB/512GB/4GB RTX2050/144Hz/Win11 (NH.QNASV.001)"
217,67e54d366293190bc2b97276,"Laptop Lenovo IdeaPad 5 2in1 14IRH9 i5 13420H/16GB/512GB/Touch/Pen/Win11 (83KX003WVN)"
218,67e54d366293190bc2b97277,"Laptop Dell Inspiron 15 3530 i5 1334U/16GB/512GB/120Hz/OfficeHS/KYHD/Win11 (71043885)"
219,67e54d366293190bc2b97278,"Laptop Dell Inspiron 15 3530 i5 1334U/16GB/512GB/120Hz/OfficeHS/Win11 (N5I5340W1)"
220,67e54d366293190bc2b97279,"Laptop Asus Vivobook S 14 OLED S5406MA Ultra 5 125H/16GB/1TB/120Hz/Win11 (PP136W)"
221,67e54d376293190bc2b9727a,"Laptop HP Pavilion X360 14 ek2027TU Core 7 150U/16GB/512GB/Touch/Pen/Win11 (9Z2V9PA)"
222,67e54d376293190bc2b9727b,"Laptop HP 15s fq5147TU i7 1255U/8GB/512GB/Win11 (7C133PA)"
223,67e54d376293190bc2b9727c,"Laptop GIGABYTE G5 MF5 RC555 i7 13620H/16GB/512GB/6GB RTX4050/144Hz/Win11 (9RC55MF5FJIINIVN000)"
224,67e54d376293190bc2b9727d,"Laptop MSI Gaming GF63 Thin 12UC i7 12650H/8GB/512GB/4GB RTX3050/144Hz/Win11 (887VN)"
225,67e54d376293190bc2b9727e,"Laptop Acer Aspire 5 A514 56P 54TN i5 1335U/8GB/512GB/Win11 (NX.KHRSV.004)"
226,67e54d376293190bc2b9727f,"Laptop MSI Modern 14 C13M i5 1335U/16GB/512GB/Win11 (611VN)"
227,67e54d376293190bc2b97280,"Laptop Asus Zenbook A14 UX3407QA X1 26 100/16GB/512GB/OfficeHS24+365/Win11 (QD299WS)"
228,67e54d386293190bc2b97281,"Laptop MSI Modern 15 F13MG i5 1335U/16GB/512GB/Túi/Win11 (082VN)"
229,67e54d386293190bc2b97282,"Laptop Acer Aspire Lite 16 G2 AL16 52P 76DU i7 1355U/16GB/512GB/Win11 (NX.J2SSV.005)"
230,67e54d386293190bc2b97283,"Laptop Acer Gaming Nitro 5 Tiger AN515 58 52SP i5 12500H/8GB/512GB/4GB RTX3050/144Hz/Win11 (NH.QFHSV.001)"
